RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
;;;;;;;0.58;A1>D;A;ДС ''Лошица-2'' - ТП2;1234567;210103;;68811,15468,15485,15486,15491,15492,15493,15546,15547,15548,15549,14727,14728,14729;;
;;;;;;;0.37;B1>D;A;ДС ''Серебрянка'' - ТП2;1234567;210102;;15826,15827,54305,54306,15759,15757,15756,15754,14796;;
;;;;;;;0.55;D>A1;A;ТП2 - ДС ''Лошица-2'';1234567;210104;;14803,14804,15447,15449,15450,15451,15454,15455,15459,15460,15461,68810,68811;;
;;;;;;;0.38;D>B1;A;ТП2 - ДС ''Серебрянка'';1234567;210101;;14730,15752,15753,14472,15758,15760,15762,14475,14476,15826;;
25;;;;3 ТП;17966,;;;A>B;A;ДС ''Кунцевщина'' - ДС ''Малиновка-4'';1234567;239632;;15858,14606,14607,14868,14869,14870,14871,14872,14873,58335,58336,211244,15647,15648,15649,15650,133415,14909,212056,14910,14911,14912,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;d1-d5 - 11.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;ДС ''Малиновка-4'' – ДС ''Кунцевщина'';12345;239634;;54638,15581,15583,15584,14984,14985,14986,14987,14989,14988,14990,14991,15857,15196,204052,15197,212073,133408,15637,15638,15639,58341,211243,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
;;;;;17971,;;;B>A;A;ДС ''Малиновка-4'' - ДС ''Кунцевщина'';67;241554;;54638,15581,15583,15584,14984,14985,14986,14987,14989,14988,14990,14991,15857,15196,204052,15197,212073,133408,15637,15638,15639,58341,211243,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
;;;;;17966,;;0.42;A1>D;A;ДС ''Кунцевщина'' - ТП 3;1234567;239637;;15858,14606,14607,14868,14869,14870,14871,14872,14873,58335,58336,211244,15647,15648;;
;;;;;;;0.42;B1>D;A;ДС ''Малиновка-4'' - ТП 3;1234567;239635;;54638,15581,15583,15584,14984,14985,14986,14987,14989,14988,14990,14991,15857,15196,204052,15197;;
;;;;;;;0.43;D>A1;A;ТП 3 – ДС ''Кунцевщина'';12345;239636;;15638,15639,58341,211243,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
;;;;;17971,;;0.43;D>A1;A;ТП 3 - ДС ''Кунцевщина'';67;241556;;15638,15639,58341,211243,58337,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
;;;;;17966,;;0.08;D>B1;A;ТП 3 - ДС ''Малиновка-4'';1234567;239633;;15579,15580,15582,54638;;
26;;;;2 ТП;;;;A>B;A;ДС ''Чижовка-1'' - Станция метро ''Автозаводская'';12345;239344;;15773,15772,15527,15528,15529,15709,15708,15706,15832;;d1-d5 - 11.03.2019
;;;;;;;;B>A;A;Станция метро ''Автозаводская'' - ДС ''Чижовка-1'';12345;239347;;15832,14505,15705,15707,15530,15531,15532,15771,15773;;
;;;;;;;0.82;A1>D;A;ДС ''Чижовка-1'' - D;12345;239349;;15773,15772,15527,15528,15529,15709,15708,15706;;
;;;;;;;0.98;D>A1;A;D - ДС ''Чижовка-1'';12345;239348;;14505,15705,15707,15530,15531,15532,15771,15773;;
27;;;;;;;;A>B;A;ДС ''Курасовщина'' - ДС Дружная;1234567;239368;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15843,73075;;d1-d5 - 11.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;ДС Дружная - ДС ''Курасовщина'';1234567;239369;;73075,15666,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
;;;;;;;0.86;A1>D;A;ДС ''Курасовщина'' - ТП2;1234567;239370;;15836,15056,15057,15058,15059,15060,15061,15062,15063,15064,15065,15837,15839,15843;;
;;;;;;;0.85;D>A1;A;ТП2 - Кошевого -  ДС ''Курасовщина'';12345;239371;;15666,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
;;;;;17971,;;0.85;D>A2;A;ТП2 - Олега Кошевого - ДС ''Курасовщина'';67;240952;;15666,15838,15020,15021,15022,15023,15024,15025,15026,15031,15047,15048,15836;;
29;;;;5 ТП;18039,;;;A>B;A;ДС ''Калиновского'' - пл. Мясникова;1234567;248923;;14354,14353,14484,14483,15117,15118,15119,15120,15121,15107,14761,14760,15019,15748,15747,15736,15738,15777,15779,15566,15122,15774,15775;;d1-d5 - 23.05.2019<br>d6-d7 - 25.05.2019
;;;;;;;;B>A;A;пл. Мясникова -  ДС ''Калиновского'';1234567;248926;;15775,15597,15598,15599,15600,15778,15776,58353,14516,14517,14518,14765,14766,14992,15017,15108,15109,15110,15111,15116,14482,14485,54352,14354;;
;;;;;;;0.39;A1>D;A;ДС Калиновского - ТП5;12345;248922;;14354,14353,14484,14483,15117,15118,15119,15120,15121,15107;;
;;;;;18041,;;0.39;A1>D;A;ДС ''Калиновского'' - ТП5;67;248956;;14354,14353,14484,14483,15117,15118,15119,15120,15121,15107;;
;;;;;18039,;;0.56;B1>D;A;пл. Мясникова - ТП5;1234567;248924;;15775,15597,15598,15599,15600,15778,15776,58353,14516,14517,14518,14765,14766;;
;;;;;;;0.38;D>A1;A;ТП5 -  ДС Калиновского;12345;248927;;14992,15017,15108,15109,15110,15111,15116,14482,14485,54352,14354;;
;;;;;18041,;;0.38;D>A1;A;ТП5 -  ДС ''Калиновского'';67;248961;;14992,15017,15108,15109,15110,15111,15116,14482,14485,54352,14354;;
;;;;;18039,;;0.52;D>B1;A;ТП5 - пл. Мясникова;1234567;248925;;14761,14760,15019,15748,15747,15736,15738,15777,15779,15566,15122,15774,15775;;
30;;;;2 ТП;17966,;;;A>B;A;ДС ''Малинина'' - Вокзал;1234567;239377;;54291,54305,54306,15759,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 11.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Вокзал - ДС ''Малинина'';1234567;239374;;15900,15901,15443,15905,15906,15612,15613,15614,15830,15752,15753,14472,15758,15760,15762,15764,15765,15767,15709,15708,15706,15832,14505,15705,15707,15769,15768,15766,54291;;
;;;;;;;0.34;A1>D;A;ДС ''Малинина'' - ТП2;1234567;239378;;54291,54305,54306,15759,15757,15756,15754;;
;;;;;;;0.32;B1>D;A;Вокзал - ТП2;12345;239373;;15900,15901,15443,15905,15906,15612,15613,15614,15830;;
;;;;;;;0.63;D>A1;A;ТП2 - ДС ''Малинина'';1234567;239376;;15752,15753,14472,15758,15760,15762,15764,15765,15767,15709,15708,15706,15832,14505,15705,15707,15769,15768,15766,54291;;
;;;;;;;0.21;D>A2;A;ТП2 - Станция метро ''Автозаводская'' - ДС ''Малинина'';1234567;239372;;14505,15705,15707,15769,15768,15766,54291;;
;;;;;;;0.58;D>B1;A;ТП2 - Вокзал;12345;239375;;15831,15626,15627,15628,15907,15908,15909,15564,230003,15900;;
31;;;;4 ТП;18017,;;;A>B;A;ДС ''Кунцевщина'' - ДС ''Семашко'';1234567;247451;;15858,14606,14607,14613,14614,14615,14679,14680,14681,14852,298016,15587,15164,14903,14904,14905,14906,14907,16249,15685,15686,15688,15689,16245;;d1-d5 - 01.05.2019<br>d6-d7 - 01.05.2019
;;;;;;;;B>A;A;ДС ''Семашко'' - ДС ''Кунцевщина'';1234567;247452;;16245,15691,15692,15693,15694,16253,15212,15213,15214,15215,15216,15589,15588,14853,14593,14594,14595,14596,14597,14598,14599,14600,14601,15522,15858;;
;;;;;;;0.52;A1>D;A;ДС ''Кунцевщина'' - ТП4;1234567;247449;;15858,14606,14607,14613,14614,14615,14679,14680,14681,14852,298016,15587,15164;;
;;;;;;;0.4;B1>D;A;ДС ''Семашко'' - ТП4;1234567;247450;;16245,15691,15692,15693,15694,16253,15212,15213,15214,15215,15216;;
;;;;;;;0.53;D>A1;A;ТП4 - ДС ''Кунцевщина'';1234567;247447;;15589,15588,14853,14593,14594,14595,14596,14597,14598,14599,14600,14601,15522,15858;;
;;;;;;;0.45;D>B1;A;ТП4 - ДС ''Семашко'';1234567;247448;;14903,14904,14905,14906,14907,16249,15685,15686,15688,15689,16245;;
32;;;;3 ТП;17976,;;;A>B;A;ДС ''Малиновка-4'' - Станция метро ''Петровщина'';1234567;241979;;54638,15581,15583,15584,15585,15586,15590,15591,14934,14935,15662,15663,15664,15197;;d1-d5 - 21.03.2019<br>d6-d7 - 21.04.2019
;;;;;;;;B>A;A;Станция метро ''Петровщина'' - ДС ''Малиновка-4'';1234567;241976;;15197,212073,14909,15198,15652,15653,58338,14936,15575,15576,15577,15578,15579,15580,15582,54638;;
;;;;;;;0.35;A1>D;A;ДС ''Малиновка-4'' - ТП 3;1234567;241980;;54638,15581,15583,15584,15585,15586;;
;;;;;;;0.5;D>A1;A;ТП 3 - ДС ''Малиновка-4'';1234567;241978;;58338,14936,15575,15576,15577,15578,15579,15580,15582,54638;;
33;;;;5 ТП;18017,;;;A>B;A;ДС ''Дражня'' - ДС ''Одоевского'';1234567;247507;;15282,15286,15361,15362,14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14848,14849,15562;;d1-d5 - 16.05.2019<br>d6-d7 - 01.05.2019
;;;;;;;;B>A;A;ДС ''Одоевского'' - ДС ''Дражня'';1234567;247506;;15562,15169,15195,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776,15283,15284,15282;;
;;;;;;;;A1>D;A;ДС'' Дражня'' –  ТП5;1234567;247509;;15282,15286,15361,15362;;
;;;;;;;;B1>D;A;ДС ''Одоевского'' - ТП5;1234567;247510;;15562,15169,15195,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776;;
;;;;;;;;D>A1;A;ТП5 - ДС ''Дражня'';1234567;247508;;15283,15284,15282;;
;;;;;18032,;;0;D>A2;A;D - ДС 'Дражня''(через пл. Притыцкого);12345;248560;;14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776,15283,15284,15282;;
;;;;;18017,;;;D>B1;A;ТП5 - ДС ''Одоевского''';1234567;247511;;14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14848,14849,15562;;
34;;;;;17971,;;;A>B;A;ДС Ангарская-4 - Зеленый луг-3;1234567;241032;;68909,15330,15331,15332,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,14733,14734,14735,14736,14737,14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14444,14445,14446,14447,14448,14449,14450,14460;;d1-d5 - 24.05.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Зеленый луг-3 -  ДС Ангарская-4;1234567;241035;;14460,14461,14462,14463,14464,14465,14466,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776,14777,14778,14779,14780,14781,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;;;0.51;A1>D;A;ДС Ангарская-4 - ТП5;1234567;241033;;68909,15330,15331,15332,15342,15339,15340,15341,15343,15344,15345,15346,15621,15622,15623,15624,14733,14734,14735,14736,14737;;
;;;;;;;0.46;B1>D;A;Зеленый луг-3 - ТП5;1234567;241030;;14460,14461,14462,14463,14464,14465,14466,14764,14765,14766,14767,14769,14770,14771,14772,14774,14775,14776;;
;;;;;;;0.53;D>A1;A;ТП5 - ДС Ангарская-4;1234567;241034;;14777,14778,14780,14781,15616,15617,15618,15619,15295,15296,15297,15298,15299,15300,15301,15302,15303,15304,15833,68909;;
;;;;;;;0.46;D>B1;A;ТП5 - Зеленый луг-3;1234567;241031;;14738,14739,14740,14741,14742,14754,14755,14757,14760,14758,14444,14445,14446,14447,14448,14449,14450,14460;;
35;;;;;17966,;;;A>B;A;ДС ''Славинского'' - ДС ''Серебрянка'';1234567;240147;;15014,14350,14347,15015,15016,15017,15107,14767,14769,14770,14771,14772,14774,14775,14776,14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14503,14501;;d1-d5 - 11.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;ДС ''Серебрянка'' - ДС ''Славинского'';1234567;240150;;14501,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735,14736,14737,14738,14739,14740,14741,14742,14754,14755,14757,14992,14993,14994,14995,14348,14997,15014;;
;;;;;;;0.49;A1>D;A;ДС ''Славинского'' - ТП5;1234567;240145;;15014,14350,14347,15015,15016,15017,15107,14767,14769,14770,14771,14772,14774,14775,14776;;
;;;;;;;0.45;B1>D;A;ДС ''Серебрянка'' - ТП5;1234567;240148;;14501,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735,14736,14737;;
;;;;;;;0.52;D>A1;A;ТП5  - ДС ''Славинского'';1234567;240146;;14738,14739,14740,14741,14742,14754,14755,14757,14992,14993,14994,14995,14348,14997,15014;;
;;;;;;;0.49;D>B1;A;ТП5 - ДС ''Серебрянка'';1234567;240149;;14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14503,14501;;
35д;;;;;17683,;;;A>B;A;ДС ''Серебрянка'' - Круглая площадь;12345;223571;;14501,54486,15794,15796,15799,15801,15804,15806,15807,15810,14735,14736,14737;;d1-d5 - 01.06.2018
;;;;;;;;B>A;A;Круглая площадь - ДС ''Серебрянка'';12345;223572;;14737,14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14503,14501;;
;;;;;;;0.94;D>A1;A;ТП5 - ДС ''Серебрянка'';12345;223575;;14777,14778,14779,15350,15809,15808,15805,15803,15802,15800,15798,15797,15793,14503,14502,14501;;
36;;;;3 ТП;17966,;;;A>B;A;ДС ''Юго-Запад'' -  ДС ''Серебрянка'';1234567;239638;;54682,15660,15661,15654,15655,15649,15650,133415,15200,15596,15202,15205,15207,15209,15211,15893,15894,133147,15905,15906,15612,15613,15614,15830,15752,15753,14472,15800,15798,15797,15793,14503,14502,14501;;d1-d5 - 11.03.2019<br>d6 - 16.03.2019<br>d7 - 17.03.2019
;;;;;;;;B>A;A;ДС ''Серебрянка'' - ДС ''Юго-Запад'';1234567;239639;;14501,54486,15794,15796,15799,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,69093,15944,15892,15568,15210,15208,15206,15204,15203,15201,14908,133408,15637,15656,15657,200002,15659,15645,54682;;
;;;;;;;0.08;A1>D;A;ДС ''Юго-Запад'' - ТП 3;1234567;239640;;54682,15660,15661,15654,15655;;
;;;;;;;0.76;B1>D;A;ДС ''Серебрянка'' - ТП 3;12345;239641;;14501,54486,15794,15796,15799,15757,15756,15754,15831,15626,15627,15628,15907,15908,15909,69093,15944,15892,15568,15210,15208,15206,15204,15203,15201;;
;;;;;;;0.11;D>A1;A;ТП 3 - Юго-Запад;1234567;239642;;15656,15657,200002,15659,15645,54682;;
;;;;;;;0.7;D>B1;A;ТП 3 - ДС ''Серебрянка'';1234567;239643;;15202,15205,15207,15209,15211,15893,15894,133147,15905,15906,15612,15613,15614,15830,15752,15753,14472,15800,15798,15797,15793,14503,14502,14501;;
37;;;;5 ТП;;;;A>B;A;ДС ''Уручье-4'' - пл. Мясникова;1234567;240153;;14660,14661,14663,14380,14673,14675,14513,14514,14515,14996,14351,14350,14347,15015,15016,15017,15107,14761,14760,14758,14467,14456,14468,14469,15565,15566,15122,15774,15775;;d1-d5 - 11.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;пл. Мясникова - ДС ''Уручье-4'';1234567;240156;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14764,14765,14766,14992,14993,14994,14995,14348,14349,14352,14486,14487,14431,14676,14674,14379,14664,14662,14659,14660;;
;;;;;;;0.21;A1>D;A;ДС ''Уручье-4'' -D;12345;240151;;14660,14661,14663,14380,14673,14675;;
;;;;;17971,;;0.21;A1>D;A;ДС Уручье - ТП5;67;241038;;14660,14661,14663,14380,14673,14675;;
;;;;;17966,;;0.4;B1>D;A;пл. Мясникова - D;12345;240154;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14764,14766;;
;;;;;17971,;;0.4;B1>D;A;пл. Мясникова -ТП5;67;241041;;15775,15597,15598,15599,15600,15601,15602,15219,14441,14442,14764,14766;;
;;;;;17966,;;0.21;D>A1;A;D - ДС ''Уручье-4'';12345;240152;;14676,14674,14379,14664,14662,14659,14660;;
;;;;;17971,;;0.21;D>A1;A;ТП5 - ДС ''Уручье-4'';67;241039;;14676,14674,14379,14664,14662,14659,14660;;
;;;;;17966,;;0.41;D>B1;A;D - пл. Мясникова;12345;240155;;14761,14760,14758,14467,14456,14468,14469,15565,15566,15122,15774,15775;;
;;;;;17971,;;0.41;D>B1;A;ТП5 - пл. Мясникова;67;241042;;14761,14760,14758,14467,14456,14468,14469,15565,15566,15122,15774,15775;;
38;;;;4 ТП;18019,;;;A>B;A;ДС ''Сухарево-5'' - ДС ''Славинского'';1234567;247426;;133395,73663,69090,58340,15153,15154,15158,15159,15160,15161,15162,15163,15164,15165,15166,14715,14817,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;d1-d5 - 05.05.2019<br>d6-d7 - 03.05.2019
;;;;;;;;B>A;A;ДС ''Славинского'' - ДС ''Сухарево-5'';1234567;247427;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701,14702,14703,14704,14714,15129,15130,15131,15132,54292,15134,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;;;0.4;A1>D;A;ДС ''Сухарево-5'' - ТП 4 (ч/з ст.м. Пушкинская);1234567;247430;;133395,73663,69090,58340,15153,15154,15158,15159,15160,15161,15162,15163,15164,15165,15166,14715,14817,14818,14819;;
;;;;;18021,;;0.32;A2>D;A;ДС ''Сухарево-5'' - ТП 4;12345;247902;;133395,73663,69090,58340,15153,15154,15158,15159,15160,15161,15162,15163,15164,15165,15166;;
;;;;;18019,;;0.56;B1>D;A;ДС ''Славинского'' - ТП 4;1234567;247429;;15014,14350,14347,15015,15016,15017,15107,14761,14760,14758,14759,14693,14694,14695,14696,14697,54537,14699,14700,14701;;
;;;;;;;0.33;D>A1;A;ТП 4 - ДС ''Сухарево-5'';1234567;247425;;15129,15130,15131,15132,54292,15134,15135,15136,15137,15138,15139,15140,15141,73666,73665,133395;;
;;;;;;;0.65;D>B1;A;ТП 4 - ДС ''Славинского'';1234567;247428;;14715,14817,14818,14819,14838,14839,14840,14841,54519,14843,14844,14845,14846,14847,14764,14765,14766,14992,14993,14994,14995,14348,14997,15014;;
39;;;;3 ТП;17966,;;;A>B;A;ДС ''Юго-Запад'' - Саперов;1234567;239657;;54682,15660,15661,15654,15655,71807,73042,14906,14907,15200,15596,58354,14816,14762,14715,14817,14818,14819,14838,14839,14840,14841,14566,14531;;d1-d5 - 11.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Саперов - ДС ''Юго-Запад'';1234567;239658;;14531,15040,54537,14699,14700,14701,14702,14703,14704,14714,14716,54642,14763,15201,15212,15213,71803,73043,15656,15657,200002,15659,15645,54682;;
;;;;;;;0.23;A1>D;A;ДС ''Юго-Запад'' - ТП 3;1234567;239659;;54682,15660,15661,15654,15655,71807,73042;;
;;;;;;;0.24;D>A1;A;ТП 3 - ДС ''Юго-Запад'';1234567;239656;;71803,73043,15656,15657,200002,15659,15645,54682;;
;;;;;;;0.54;D>B1;A;ТП 3 - Саперов;12345;239660;;58354,14816,14762,14715,14817,14818,14819,14838,14839,14840,14841,14566,14531;;
40;;;;;18017,;;;A>B;A;ДС ''Юго-Запад'' - ДС ''Карастояновой'';1234567;247688;;54682,15660,15661,15662,15663,15664,15197,15200,15596,15202,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,58353,15732,15730,15729,15751,15725,15717,15716,15715,54650,54651;;d1-d5 - 01.05.2019<br>d6-d7 - 01.05.2019
;;;;;;;;B>A;A;ДС ''Карастояновой'' - ДС ''Юго-Запад'';12345;247689;;54651,15713,58346,15724,15726,15727,15728,15731,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201,14908,14909,15198,15652,15653,200002,15659,15645,54682;;
;;;;;;;;B>A;A;ДС ''Карастояновой'' - ДС'' Юго-Запад'';67;247695;;54651,15713,58346,15724,15726,15727,15728,15731,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201,14908,14909,15198,15652,15653,200002,15659,15645,54682;;
;;;;;;;0.04;A1>D;A;ДС ''Юго-Запад'' - ТП 3;1234567;247690;;54682,15660,15661;;
;;;;;;;0.72;B1>D;A;ДС ''Карастояновой'' - ТП 3;1234567;247692;;54651,15713,58346,15724,15726,15727,15728,15731,15736,15738,15777,15779,15566,15122,15567,15568,15210,15208,15206,15204,15203,15201;;
;;;;;;;0.28;D>A1;A;ТП 3 - ДС ''Юго-Запад'';1234567;247687;;15201,14908,14909,15198,15652,15653,200002,15659,15645,54682;;
;;;;;;;0.76;D>B1;A;ТП 3 - ДС ''Карастояновой'';12345;247691;;15200,15596,15202,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,58353,15732,15730,15729,15751,15725,15717,15716,15715,54650,54651;;
;;;;;;;0.76;D>B1;A;ТП 3 - ''ДС Карастояновой'';67;247697;;15200,15596,15202,15205,15207,15209,15211,15597,15598,15599,15600,15778,15776,58353,15732,15730,15729,15751,15725,15717,15716,15715,54650,54651;;
41;;;;5 ТП;17971,;;;A>B;A;ДС ''Уручье-2'' - ДС ''Малинина'';1234567;241047;;14386,14384,14382,14649,14651,14675,14488,14677,15418,15419,15420,15421,14774,14775,14776,14777,14778,14779,14780,14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;d1-d5 - 23.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;ДС ''Малинина'' - ДС ''Уручье-2'';1234567;241050;;54291,54305,54306,15759,15757,15756,15754,14731,14732,14733,14734,14735,14736,14737,14738,14739,15422,15423,15429,15442,14678,14500,14676,14650,14381,14383,14385,14386;;
;;;;;;;0.5;A1>D;A;ДС ''Уручье-2''- ТП5;67;241045;;14386,14384,14382,14649,14651,14675,14488,14677,15418,15419,15420,15421,14774,14775,14776;;
;;;;;17978,;;0.5;A1>D;A;ДС ''Уручье-2'' - ТП5;12345;242118;;14386,14384,14382,14649,14651,14675,14488,14677,15418,15419,15420,15421,14774,14775,14776;;
;;;;;17971,;;0.41;B1>D;A;ДС ''Малинина'' - ТП5;1234567;241048;;54291,54305,54306,15759,15757,15756,15754,14731,14732,14733,14734,14735,14736,14737;;
;;;;;;;0.56;D>A1;A;ТП5 - ДС ''Уручье-2'';1234567;241046;;14738,14739,15422,15423,15429,15442,14678,14500,14676,14650,14381,14383,14385,14386;;
;;;;;;;0.48;D>B1;A;ТП5 - ДС ''Малинина'';1234567;241049;;14777,14778,14779,14780,14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;
41д;;;;;17791,;;;A>B;A;ДС ''Малинина'' - Запорожская площадь;12345;228943;;54291,54305,54306,15759,15757,15756,15754,14731,14732,14733,14734,14735,14736,14737,14738,14739,14774;;d1-d5 - 17.09.2018
;;;;;;;;B>A;A;Запорожская площадь - ДС ''Малинина'';12345;228944;;14774,14775,14776,14777,14778,14779,14780,14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;
;;;;;;;0.74;A1>D;A;ДС ''Малинина'' - ТП5;12345;228947;;54291,54305,54306,15759,15757,15756,15754,14731,14732,14733,14734,14735,14736,14737;;
;;;;;;;0.85;D>A1;A;ТП5 - ДС ''Малинина'';12345;228948;;14777,14778,14780,14781,14782,14795,15752,15753,14472,15758,15760,15762,15764,15765,15767,15768,15766,54291;;
;;;;;;;0.21;D>B1;A;ТП5 - Запорожская площадь;12345;228945;;14738,14739,14774;;
42;;;;;17963,;;;A>B;A;ДС ''Уручье-4'' - ДС Дражня;12345;240112;;14660,14661,14663,14665,14666,68844,14433,14431,14488,14677,15418,15419,15420,15421,14774,14775,14776,15283,15284,15282;;d1-d5 - 08.03.2019
;;;;;;;;B>A;A;ДС Дражня - ДС ''Уручье-4'';12345;240114;;15282,15286,15361,15362,14738,14739,15422,15423,15429,15442,14678,14512,14513,14514,14432,14668,14667,14664,14662,14659,14660;;
;;;;;;;0.87;A1>D;A;ДС ''Уручье-4''  - ТП5;12345;240116;;14660,14661,14663,14665,14666,68844,14433,14431,14488,14677,15418,15419,15420,15421,14774,14775,14776;;
;;;;;;;0.08;B1>D;A;ДС Дражня  - ТП5;12345;240117;;15282,15286,15361,15362;;
;;;;;;;0.86;D>A1;A;ТП5 - ДС ''Уручье-4'';12345;240115;;14738,14739,15422,15423,15429,15442,14678,14512,14513,14514,14432,14668,14667,14664,14662,14659,14660;;
;;;;;;;0.06;D>B1;A;ТП5 - ДС Дражня;12345;240118;;15283,15284,15282;;
43эл;;;;2 ТП;17992,;;;A>B;A;ДС ''Серова'' - ДС Дружная;1234567;243698;;69176,15068,15095,15096,15097,15098,15100,15102,15065,15837,15839,15843,15914;;d1-d5 - 16.04.2019<br>d6-d7 - 06.04.2019
;;;;;;;;B>A;A;ДС Дружная - ДС ''Серова'';1234567;243697;;15914,15666,15838,15020,15104,15103,15101,15099,15105,15092,15093,15094,69175,69176;;
44;;;;4 ТП;17963,;;;A>B;A;ДС ''Запад-3'' - Бобруйская;1234567;239743;;69517,297273,15191,15192,14855,14856,14679,14680,14681,14682,14683,14684,14685,14686,14687,14688,14570,14571,15893,15894,133147,212036;;d1-d5 - 08.03.2019<br>d6 - 16.03.2019<br>d7 - 16.03.2019
;;;;;;;;B>A;A;Бобруйская - ДС ''Запад-3'';1234567;239744;;212036,69093,15944,15892,14525,14526,14575,14576,14577,14589,14590,14591,14592,14593,14594,14595,14857,14859,14882,14883,14888,69517;;
;;;;;;;0.53;A1>D;A;ДС ''Запад-3'' - ТП4;1234567;239739;;69517,297273,15191,15192,14855,14856,14679,14680,14681,14682,14683,14684,14685;;
;;;;;;;0.32;A2>D;A;ДС ''Запад-3'' - ТП4 (ч/з Пономаренко);12345;239742;;69517,297273,15191,15192,14855,14856,14679,14680,14681;;
;;;;;;;0.38;B1>D;A;Бобруйская - ТП4;1234567;239741;;212036,69093,15944,15892,14525,14526,14575,14576;;
;;;;;;;0.46;D>A1;A;ТП4 - ДС ''Запад-3'';1234567;239738;;14591,14592,14593,14594,14595,14857,14859,14882,14883,14888,69517;;
;;;;;;;0.43;D>B1;A;ТП4 - Бобруйская;67;239740;;14686,14687,14688,14570,14571,15893,15894,133147,212036;;
46;;;;5 ТП;17971,;;;A>B;A;ДС ''Зелёный Луг'' - пл. Мясникова;67;241054;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466,14467,14456,14468,14469,15565,15566,15122,15774,15775;;d1-d5 - 01.05.2019<br>d6-d7 - 16.03.2019
;;;;;18017,;;;A>B;A;ДС "Зелёный Луг" - пл. Мясникова;12345;247541;;15790,15787,15784,15782,54541,14461,14462,14463,14464,14465,14466,14467,14456,14468,14469,15565,15566,15122,15774,15775;;
